ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,Æò±Õ±â¿Â(¡ÆC),ÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),°­¼ö °è¼Ó½Ã°£(hr),1½Ã°£ ÃÖ´Ù°­¼ö·®(mm),ÀÏ°­¼ö·®(mm),ÃÖ´ë Ç³¼Ó(m/s),ÃÖ´ë Ç³¼Ó ½Ã°¢(hhmi),Æò±Õ »ó´ë½Àµµ(%),1½Ã°£ ÃÖ´ÙÀÏ»ç·®(MJ/m2),ÇÕ°è ÀÏ»ç·®(MJ/m2),ÀÏ ÃÖ½É½ÅÀû¼³(cm),ÀÏ ÃÖ½ÉÀû¼³(cm),¾È°³ °è¼Ó½Ã°£(hr)
90,¼ÓÃÊ,2019-09-23,17,11.6,20.6,,.7,.7,6.9,520,71.8,,,,,
90,¼ÓÃÊ,2019-09-24,17.9,11.9,23.7,,,,2.7,1238,73.6,,,,,
90,¼ÓÃÊ,2019-09-25,19.4,14,23.2,,,,2.3,1340,78.3,,,,,
90,¼ÓÃÊ,2019-09-26,19.5,15.4,24,,,,3.4,1401,83.6,,,,,
90,¼ÓÃÊ,2019-09-27,19.7,16.5,23,,,,2.4,937,80.9,,,,,
90,¼ÓÃÊ,2019-09-28,20.1,17.4,24,,,,2.5,1649,87.3,,,,,
90,¼ÓÃÊ,2019-09-29,20.9,15.9,26.9,,,,3.6,1409,75.1,,,,,
90,¼ÓÃÊ,2019-09-30,20.5,15.4,24.9,,,,2.8,1103,72.3,,,,,
90,¼ÓÃÊ,2019-10-01,20.6,15.9,25,,,,2.6,1324,86.8,,,,,
90,¼ÓÃÊ,2019-10-02,20.9,20,22.8,,7.7,23.1,5.2,2223,93.6,,,,,
90,¼ÓÃÊ,2019-10-03,20.6,19,21.2,,13.7,78.8,10.2,926,85.1,,,,,
90,¼ÓÃÊ,2019-10-04,20.1,17.6,22,,,,3.8,1557,84.1,,,,,
90,¼ÓÃÊ,2019-10-05,14.9,12.5,19.4,,19.5,46.4,6.3,352,90.5,,,,,
90,¼ÓÃÊ,2019-10-06,14.6,11.5,18.7,,,,3.4,1611,72.5,,,,,
90,¼ÓÃÊ,2019-10-07,14.9,11.9,17.9,,0,0,1.9,1705,81,,,,,
90,¼ÓÃÊ,2019-10-08,16.8,11.4,22.3,,,,6.7,1554,45.8,,,,,
90,¼ÓÃÊ,2019-10-09,15,8.6,20.6,,,,4.2,1503,50,,,,,
90,¼ÓÃÊ,2019-10-10,16,10.9,20.7,,,,2.6,512,60.1,,,,,
90,¼ÓÃÊ,2019-10-11,18.4,12.9,21.4,,,,6.9,1208,67.1,,,,,
90,¼ÓÃÊ,2019-10-12,17.4,15.7,19.1,,,,6.3,1238,62,,,,,
90,¼ÓÃÊ,2019-10-13,15.6,12.6,18.8,,,,4.2,130,65.1,,,,,
90,¼ÓÃÊ,2019-10-14,14.4,10.8,21.4,,8.2,23.8,7.1,1339,76,,,,,
90,¼ÓÃÊ,2019-10-15,11.1,8.4,15,,3.7,12.7,2.5,1600,86.4,,,,,
90,¼ÓÃÊ,2019-10-16,14.3,8,20,,,,3.6,1502,66.3,,,,,
90,¼ÓÃÊ,2019-10-17,15.4,12,19.7,,,,2.8,555,64.8,,,,,
90,¼ÓÃÊ,2019-10-18,16.1,11.2,18.9,,.6,.6,4.5,1510,75.1,,,,,
90,¼ÓÃÊ,2019-10-19,15.3,11.8,19,,0,0,5.4,1303,81.5,,,,,
90,¼ÓÃÊ,2019-10-20,16.4,10.8,22,,,,3.9,1453,70.9,,,,,
90,¼ÓÃÊ,2019-10-21,16.5,12.8,21,,,,2.3,115,70.4,,,,,
90,¼ÓÃÊ,2019-10-22,15.9,12.1,19.1,,,,2.9,1026,80,,,,,
90,¼ÓÃÊ,2019-10-23,16.4,11.6,19.2,,,,2.5,339,76.5,,,,,
90,¼ÓÃÊ,2019-10-24,18,15.1,21.1,,.1,.1,4.9,2235,68.9,,,,,
90,¼ÓÃÊ,2019-10-25,16.3,13.1,19,,,,4.2,1052,66.6,,,,,
90,¼ÓÃÊ,2019-10-26,13.5,9.1,18,,,,6.5,336,51.9,,,,,
90,¼ÓÃÊ,2019-10-27,13.1,8,18.2,,,,3.4,433,43,,,,,
90,¼ÓÃÊ,2019-10-28,14.7,9.4,18.9,,,,4.1,1326,50,,,,,
90,¼ÓÃÊ,2019-10-29,15.1,11.7,18.7,,,,5.1,748,42.6,,,,,
90,¼ÓÃÊ,2019-10-30,13.6,6.5,19,,,,4.4,1635,40.6,,,,,
90,¼ÓÃÊ,2019-10-31,18.1,12.8,21.2,,,,8,1043,43,,,,,
90,¼ÓÃÊ,2019-11-01,15.8,11.6,19.6,,,,3.7,950,58.6,,,,,
90,¼ÓÃÊ,2019-11-02,15.2,10.2,19.6,,,,2.7,1334,65.8,,,,,
90,¼ÓÃÊ,2019-11-03,12.3,9.2,16,,,.8,7.2,812,77.4,,,,,
90,¼ÓÃÊ,2019-11-04,11.7,7.6,16.6,,,,3,1418,72.8,,,,,
90,¼ÓÃÊ,2019-11-05,15,7.6,21.1,,,,3.4,1645,46.8,,,,,
90,¼ÓÃÊ,2019-11-06,14.5,9.7,18.4,,,,4,2353,48.5,,,,,
90,¼ÓÃÊ,2019-11-07,11.8,7.6,15.2,,,.6,5.1,1224,59.1,,,,,
90,¼ÓÃÊ,2019-11-08,10.3,5.4,14.9,,,,2.5,2115,51,,,,,
90,¼ÓÃÊ,2019-11-09,10.1,7.5,13.6,,,2.4,4.8,1223,65,,,,,
90,¼ÓÃÊ,2019-11-10,10.8,5.9,15.4,,,,2.6,552,61.9,,,,,
90,¼ÓÃÊ,2019-11-11,13.3,9.5,17.3,,,,6,1135,52.8,,,,,
90,¼ÓÃÊ,2019-11-12,11.4,7.5,16.4,,,,2.6,218,55.1,,,,,
90,¼ÓÃÊ,2019-11-13,11.4,6.5,17.4,,,0,7.1,2143,41,,,,,
90,¼ÓÃÊ,2019-11-14,3.4,.2,6.5,,,,7.3,932,20.3,,,,,
90,¼ÓÃÊ,2019-11-15,8.8,3.7,12.2,,,,4.9,1330,54.1,,,,,
90,¼ÓÃÊ,2019-11-16,9.7,5,15,,,,2.9,1307,46.4,,,,,
90,¼ÓÃÊ,2019-11-17,10.6,7.9,15.3,,,13.2,3.2,1548,61,,,,,
90,¼ÓÃÊ,2019-11-18,8.2,1.6,14.2,,,7.4,7.5,2208,42.3,,,,,
90,¼ÓÃÊ,2019-11-19,2,-.8,5.3,,,,7.2,631,28.4,,,,,
90,¼ÓÃÊ,2019-11-20,3.6,-1.2,8.5,,,,3,2146,28.1,,,,,
90,¼ÓÃÊ,2019-11-21,6.5,.7,11.2,,,,2.7,300,34,,,,,
90,¼ÓÃÊ,2019-11-22,9.3,4.6,15.3,,,,2.2,1358,53,,,,,
90,¼ÓÃÊ,2019-11-23,11.4,6.2,16.3,,,,2.5,1644,65,,,,,
90,¼ÓÃÊ,2019-11-24,13.8,9,19.8,,,8,6.3,1538,66.6,,,,,
90,¼ÓÃÊ,2019-11-25,4.5,3,10.4,,,71.1,6.4,423,92.3,,,,,
90,¼ÓÃÊ,2019-11-26,6.4,1.5,11.7,,,,2.6,1519,78,,,,,
90,¼ÓÃÊ,2019-11-27,6.8,3.7,9.3,,,25.4,6.5,1340,66.8,,,,,
90,¼ÓÃÊ,2019-11-28,2.4,1.3,5.5,,,28.4,3.7,5,94.4,,,,,
90,¼ÓÃÊ,2019-11-29,3.5,.5,7.3,,,,6.3,1233,68.1,,,,,
90,¼ÓÃÊ,2019-11-30,7.1,1.8,12.1,,,,3.3,2334,59.1,,,,,
90,¼ÓÃÊ,2019-12-01,7.4,5.2,9.6,,,0,3.7,56,60.9,,,,,
90,¼ÓÃÊ,2019-12-02,2.8,-1.1,7,,,0,9.9,538,31.4,,,,,
90,¼ÓÃÊ,2019-12-03,1.8,-3.1,5.5,,,,5.8,1141,38.5,,,,,
90,¼ÓÃÊ,2019-12-04,3.1,-1.1,7.4,,,,6.4,1548,32.4,,,,,
90,¼ÓÃÊ,2019-12-05,-1.2,-6,3,,,,5.3,1122,20.6,,,,,
90,¼ÓÃÊ,2019-12-06,-1.7,-7.1,4.4,,,,3.1,2335,23.4,,,,,
90,¼ÓÃÊ,2019-12-07,2.1,-2.5,6.4,,,,6.3,1555,45.9,,,,,
90,¼ÓÃÊ,2019-12-08,2.9,-2,9.8,,,,3.6,144,38.1,,,,,
90,¼ÓÃÊ,2019-12-09,6.8,.9,11,,,,3,158,50.9,,,,,
90,¼ÓÃÊ,2019-12-10,10.4,7.3,14,,,0,3.7,909,52.8,,,,,
90,¼ÓÃÊ,2019-12-11,9.3,1.3,14.4,,,0,6.2,2206,42.9,,,,,
90,¼ÓÃÊ,2019-12-12,1.8,-1.3,5.7,,,,6.2,1035,24.1,,,,,
90,¼ÓÃÊ,2019-12-13,3.5,-2.3,7.8,,,0,5.2,1434,48.1,,,,,
90,¼ÓÃÊ,2019-12-14,4.4,1.6,7.8,,,0,4.9,207,53.9,,,,,
90,¼ÓÃÊ,2019-12-15,6.2,.5,11.6,,,,3,1048,56.4,,,,,
90,¼ÓÃÊ,2019-12-16,9,2.9,14.4,,,0,3.1,1313,55.8,,,,,
90,¼ÓÃÊ,2019-12-17,11.9,8,14.1,,,0,7,1520,56,,,,,
90,¼ÓÃÊ,2019-12-18,4.4,2,9.5,,,9.8,4.8,707,81.3,,,,,
90,¼ÓÃÊ,2019-12-19,2.6,-1.1,6.7,,,,6.8,1157,41.8,,,,,
90,¼ÓÃÊ,2019-12-20,1.6,-1.5,5.5,,,,5,504,30.6,,,,,
90,¼ÓÃÊ,2019-12-21,3.2,-1.1,6,,,,4.9,236,47.3,,,,,
90,¼ÓÃÊ,2019-12-22,5.2,2,8.8,,,,3.2,1214,54.9,,,,,
90,¼ÓÃÊ,2019-12-23,4.7,1.1,7.5,,,0,7.4,1403,66.9,,,,,
90,¼ÓÃÊ,2019-12-24,2.9,-1.1,7.8,,,,2.8,2338,51.8,,,,,
90,¼ÓÃÊ,2019-12-25,5.7,.3,9.9,,,,5.7,1314,33.4,,,,,
90,¼ÓÃÊ,2019-12-26,5.2,2.1,7.9,,,,5.5,2236,48.9,,,,,
90,¼ÓÃÊ,2019-12-27,1.5,-1.7,5.1,,,,5.3,1256,32.4,,,,,
90,¼ÓÃÊ,2019-12-28,3.4,-1.2,7.6,,,,3,19,43.8,,,,,
90,¼ÓÃÊ,2019-12-29,5.5,1,10.1,,,,2.1,1840,49.9,,,,,
90,¼ÓÃÊ,2019-12-30,6.5,-.9,13.6,,,,6.8,2141,44.5,,,,,
90,¼ÓÃÊ,2019-12-31,-3,-6.4,.3,,,,7.3,427,21.9,,,,,
93,ºÏÃáÃµ,2019-01-01,-7.5,-14.2,.8,,,,5.4,1525,57.8,1.42,8.1,,,
93,ºÏÃáÃµ,2019-01-02,-8.3,-14.9,1.2,,,,2.4,1722,55.1,1.54,9.6,,,
93,ºÏÃáÃµ,2019-01-03,-7.2,-15.1,2.4,,,,1.6,1306,53.9,1.49,9.28,,,
93,ºÏÃáÃµ,2019-01-04,-4.8,-13.1,2.8,,,,2.5,1612,60.6,1.34,7.15,,,
93,ºÏÃáÃµ,2019-01-05,-4.9,-10.7,3.4,,,,2.5,1359,56,1.49,8.95,,,
93,ºÏÃáÃµ,2019-01-06,-5.9,-11.8,3.6,,,,1.9,1841,53.5,1.48,7.9,,,
93,ºÏÃáÃµ,2019-01-07,-6,-13.1,3.2,,,,4.9,1603,54.4,1.45,7.89,,,
93,ºÏÃáÃµ,2019-01-08,-5.5,-12.5,2.7,,,,6,1325,43.8,1.51,8.96,,,
93,ºÏÃáÃµ,2019-01-09,-8.4,-14.9,-.7,,,,2.6,1032,48.5,1.12,6.95,,,
93,ºÏÃáÃµ,2019-01-10,-3.2,-9.1,4.8,,,,4.4,1609,55,1.47,8.43,,,
93,ºÏÃáÃµ,2019-01-11,-2.8,-9.1,6.1,,,,1.9,1414,67.3,1.42,8.3,,,
93,ºÏÃáÃµ,2019-01-12,.1,-5.3,7.7,,,,1.4,1853,63.5,1.1,5.51,,,
93,ºÏÃáÃµ,2019-01-13,-2.6,-9.1,8,,,,1.5,342,67,1.5,8.6,,,
93,ºÏÃáÃµ,2019-01-14,-2.8,-10.1,4.9,,,,1.6,1842,71.8,1.26,6.84,,,
93,ºÏÃáÃµ,2019-01-15,-3.2,-8.6,2.5,1.25,,0,7.7,1326,61.9,.93,4.71,,,
93,ºÏÃáÃµ,2019-01-16,-7.3,-14.2,-.4,2.17,,0,2.9,1311,54.5,1.49,7.91,,,
93,ºÏÃáÃµ,2019-01-17,-3.4,-10.3,5.5,4.42,,0,4.3,1323,56.8,1.54,9.57,,,
93,ºÏÃáÃµ,2019-01-18,-3.8,-11.9,6.1,,,,4.2,1653,50.3,1.56,9.62,,,
93,ºÏÃáÃµ,2019-01-19,-1.9,-8,4.7,,,,1.6,143,67.1,.75,3.85,,,
93,ºÏÃáÃµ,2019-01-20,-2.4,-8,3.8,,,,6,1135,50.5,1.58,9.7,,,
93,ºÏÃáÃµ,2019-01-21,-5.3,-12.6,-.3,6.08,,0,2.8,1249,69.3,.56,3.33,,,
93,ºÏÃáÃµ,2019-01-22,-2.7,-11.4,6.9,,,,4.9,1426,71.1,1.67,8.7,,,1.02
93,ºÏÃáÃµ,2019-01-23,-.7,-8.4,8.3,,,,5.5,1520,53.9,1.47,8.99,,,
93,ºÏÃáÃµ,2019-01-24,-3.4,-10.8,6.6,,,,3.2,1628,44.6,1.62,9.77,,,
93,ºÏÃáÃµ,2019-01-25,-3.7,-11.7,4.4,,,,5.4,1927,39.6,1.67,10.03,,,
93,ºÏÃáÃµ,2019-01-26,-5.2,-12.4,3.7,,,,3.4,1339,42.4,1.72,10.48,,,
93,ºÏÃáÃµ,2019-01-27,-2.9,-13.6,4.6,,,,6.6,1727,53.1,1.68,9.66,,,
93,ºÏÃáÃµ,2019-01-28,.9,-6.4,5.1,2.67,,.2,5.7,1050,43.6,1.61,9.47,0,0,
93,ºÏÃáÃµ,2019-01-29,-3.6,-11.4,5.9,,,,2.2,1755,46.5,1.65,10.28,,,
93,ºÏÃáÃµ,2019-01-30,-.7,-8.5,7.9,,,,2.6,1750,52.1,1.4,8.47,,,
93,ºÏÃáÃµ,2019-01-31,-1.5,-7.7,3.5,,,,3.9,1720,50.4,.99,4.44,,,
93,ºÏÃáÃµ,2019-02-01,-4,-13.6,3.9,,,,5.9,1437,48.9,1.76,10.77,,,
93,ºÏÃáÃµ,2019-02-02,-2,-9.7,5,,,,2.3,155,70.8,1.09,5.25,,,
93,ºÏÃáÃµ,2019-02-03,1,-.7,2.2,18.75,,17.2,1.6,1126,92.6,.17,.89,,,
93,ºÏÃáÃµ,2019-02-04,.2,-4.5,4.8,,,,5.4,320,42,1.77,10.4,,,
93,ºÏÃáÃµ,2019-02-05,-1,-7.5,8.1,,,,2.5,1825,62.8,1.6,9.47,,,
93,ºÏÃáÃµ,2019-02-06,2.1,-5.4,9.9,,,,3.1,1551,66.8,1.32,8.01,,,
93,ºÏÃáÃµ,2019-02-07,.2,-6.8,4.8,6,,2.5,5.9,1404,46.5,1.89,11.12,,,
93,ºÏÃáÃµ,2019-02-08,-4.9,-9.2,.3,,,,3.8,52,39.9,1.65,9.89,,,
93,ºÏÃáÃµ,2019-02-09,-4.3,-8.5,.2,,,,4,1456,38.4,1.63,10.76,,,
93,ºÏÃáÃµ,2019-02-10,-4.8,-11.9,0,,,,2.3,1240,44.6,1.52,7.63,,,
93,ºÏÃáÃµ,2019-02-11,-3.7,-9.9,2.9,,,,4.1,1341,42.9,1.93,12.18,,,
93,ºÏÃáÃµ,2019-02-12,-2.5,-8.1,3.8,,,,3.2,1603,48.9,2.02,11.76,,,
93,ºÏÃáÃµ,2019-02-13,-4.1,-10,2.7,,,,5,1420,46.3,2.38,14.9,,,
93,ºÏÃáÃµ,2019-02-14,-2.6,-9.5,5.3,,,,3,1530,50.3,2.3,14.86,,,
93,ºÏÃáÃµ,2019-02-15,-1.3,-4.1,.7,15.17,,2.1,4.9,1411,76.5,.95,4.37,2.5,2.5,
93,ºÏÃáÃµ,2019-02-16,-4.1,-9.4,1.7,,,,4.2,1628,65.8,2.29,15.1,,2.5,
93,ºÏÃáÃµ,2019-02-17,-3.7,-10.8,4.9,,,,3.8,1558,58.9,2.55,16.93,,,
93,ºÏÃáÃµ,2019-02-18,-1.3,-9.8,5,,,,1.8,1123,53.9,2.45,12.93,,,
93,ºÏÃáÃµ,2019-02-19,.2,-1.3,1.7,12,,5.7,1.7,327,87.8,.76,2.86,4,4,
93,ºÏÃáÃµ,2019-02-20,.5,-2.8,3.9,4.5,,0,3.6,1511,75.3,1.69,7.52,,2,
93,ºÏÃáÃµ,2019-02-21,-.5,-6.3,7.4,,,,1.8,1350,76.4,2.52,15.58,,,
93,ºÏÃáÃµ,2019-02-22,.8,-6.1,10.5,,,,2.2,1317,72,2.51,14.68,,,
93,ºÏÃáÃµ,2019-02-23,2.9,-4.5,12.5,,,,3.5,1425,63.1,2.47,16.71,,,
93,ºÏÃáÃµ,2019-02-24,3.2,-5.2,13.4,,,,5.4,1610,60.9,2.52,17.2,,,
93,ºÏÃáÃµ,2019-02-25,3.1,-2.3,11.8,,,,2.6,1654,58.4,2.43,15.56,,,
93,ºÏÃáÃµ,2019-02-26,2.4,-5.7,12,,,,2.4,1516,57.6,2.69,18.48,,,
93,ºÏÃáÃµ,2019-02-27,6.3,-.3,13.4,,,,4,1543,48.1,2.33,14.33,,,
93,ºÏÃáÃµ,2019-02-28,4.2,-3.1,13,,,,3.8,1753,56,2.26,14.15,,,
93,ºÏÃáÃµ,2019-03-01,3.6,-4.1,13.5,,,,3.4,1410,56.4,2.53,17,,,
93,ºÏÃáÃµ,2019-03-02,4.1,-4.5,14.8,,,,2.3,1359,53.3,2.6,16.83,,,
93,ºÏÃáÃµ,2019-03-03,5.4,-4.4,15.8,,,,2.2,1415,48.6,2.57,16.79,,,
93,ºÏÃáÃµ,2019-03-04,7.5,-.4,16.5,,,,4.4,1822,48,2.57,17.18,,,
93,ºÏÃáÃµ,2019-03-05,5.6,-1.3,12.3,,,,3.5,1539,67.6,1.96,9.31,,,
93,ºÏÃáÃµ,2019-03-06,5.9,-.9,11.9,,,,4.1,2350,65.8,1.47,9.52,,,
93,ºÏÃáÃµ,2019-03-07,6.5,.2,13.5,.75,,0,4.4,1620,54.3,2.41,15.88,,,
93,ºÏÃáÃµ,2019-03-08,4.1,-4.1,14,,,,5.3,1638,52.9,2.8,19.24,,,
93,ºÏÃáÃµ,2019-03-09,3.9,-5.2,14,,,,3.5,1617,47.3,2.18,15.37,,,
93,ºÏÃáÃµ,2019-03-10,6.5,.1,14.3,,,,5.3,1615,48.6,1.76,10.32,,,
93,ºÏÃáÃµ,2019-03-11,4.7,-3.4,12,,,,5.8,1525,62.4,2.04,13,,,
93,ºÏÃáÃµ,2019-03-12,2.6,-1.4,7,5,,.3,5.3,1728,59.1,1.1,4.87,,,
93,ºÏÃáÃµ,2019-03-13,1.4,-5.7,8.5,,,,7.3,1523,30.6,2.82,19.15,,,
93,ºÏÃáÃµ,2019-03-14,1.1,-7.3,8.6,2.33,,.2,6,1430,57.1,2.67,14.44,,,
93,ºÏÃáÃµ,2019-03-15,1.8,-3,9.3,4.58,,2.1,5.9,1435,81.4,2.1,9.97,,,
93,ºÏÃáÃµ,2019-03-16,2.8,-.2,6.7,,,,4.5,1249,71.9,2.53,10.63,,,
93,ºÏÃáÃµ,2019-03-17,3.4,-3.9,11.9,,,,5.6,1521,58,2.9,20.81,,,
93,ºÏÃáÃµ,2019-03-18,5.3,-4.3,14.1,,,,4.8,1618,50.1,2.49,17.98,,,
93,ºÏÃáÃµ,2019-03-19,8,-1.8,18.3,,,,3.5,1600,47.5,2.7,18.32,,,
93,ºÏÃáÃµ,2019-03-20,8.2,1.6,14,7.92,,15.5,1.8,2030,76.6,1.36,6.64,,,
93,ºÏÃáÃµ,2019-03-21,7.6,-.2,12.7,10.83,,7.5,7.3,1626,71.8,1.3,4.52,,,
93,ºÏÃáÃµ,2019-03-22,2.7,-2.5,9.3,,,,4.4,1745,52.9,3.12,19.16,,,
93,ºÏÃáÃµ,2019-03-23,1.2,-4.7,7.5,1.33,,1.6,5.4,1911,61.4,2.43,13.67,,,
93,ºÏÃáÃµ,2019-03-24,2.7,-5.3,11.3,,,,6.8,1623,49,3.19,23.86,,,
93,ºÏÃáÃµ,2019-03-25,4.3,-.4,8.5,,,,1.8,119,61.3,.63,4.1,,,
93,ºÏÃáÃµ,2019-03-26,8.3,-.1,18,,,,5.2,1243,48.4,3.15,21.71,,,
93,ºÏÃáÃµ,2019-03-27,10.2,1.5,17.5,.42,,0,7.6,1523,62.9,1.65,6.88,,,
93,ºÏÃáÃµ,2019-03-28,10.5,3.6,15.5,,,,5.6,1546,47.8,2.94,18.99,,,
93,ºÏÃáÃµ,2019-03-29,9.9,4.8,16,.25,,0,5.8,1539,36.4,3.1,21.96,,,
93,ºÏÃáÃµ,2019-03-30,4.4,2.5,9.6,13.58,,3.4,8.4,1804,81,2.13,7.73,,,
93,ºÏÃáÃµ,2019-03-31,2.3,-2.4,5.7,4.67,,.3,4.4,1022,77.3,1,5.4,,,
93,ºÏÃáÃµ,2019-04-01,2.6,-5.1,10.8,,,,7,1312,52.1,3.48,24.18,,,
93,ºÏÃáÃµ,2019-04-02,4.6,-4.3,12.7,,,,5.5,1524,45.8,3.28,24.96,,,
93,ºÏÃáÃµ,2019-04-03,5.7,-3.5,14.6,,,,6.8,1627,42.6,3.28,24.41,,,
93,ºÏÃáÃµ,2019-04-04,8,-2.5,17.7,,,,7.6,1516,40.4,3.15,23.59,,,
93,ºÏÃáÃµ,2019-04-05,11.4,4.5,19.5,,,,6.8,1645,32.3,3.16,18.65,,,
93,ºÏÃáÃµ,2019-04-06,7.6,1.5,13.1,3,7.6,9.3,4,1912,53.4,1.67,7.56,,,
93,ºÏÃáÃµ,2019-04-07,9.8,4.3,19,,,,2.8,1837,62.6,3.24,21.11,,,
93,ºÏÃáÃµ,2019-04-08,10.2,2.5,18.6,,,,6.3,1325,35.4,3.43,25.36,,,
93,ºÏÃáÃµ,2019-04-09,7.6,1.6,15,6.5,2.9,11.7,5,1800,55.1,1.07,7.74,,,
93,ºÏÃáÃµ,2019-04-10,6.2,2.1,9.6,14.08,1.7,3.8,3.8,841,82.1,1.43,7.84,,,
93,ºÏÃáÃµ,2019-04-11,7.9,1.4,14.9,,,,2.4,1311,69.1,3.46,17.11,,,.83
93,ºÏÃáÃµ,2019-04-12,10.5,3.6,20,,,,4.5,1400,51.6,3.36,22.76,,,
93,ºÏÃáÃµ,2019-04-13,10.4,1.6,18.8,,,,6.4,1538,45.4,3.48,25.17,,,
93,ºÏÃáÃµ,2019-04-14,6.5,1.6,12.6,6.08,1,1.3,5.6,1811,70.1,1.28,4.52,,,
93,ºÏÃáÃµ,2019-04-15,8.9,-1.9,20.5,,,,6.6,1459,49,3.21,24.62,,,
93,ºÏÃáÃµ,2019-04-16,11.4,.5,22.7,,,,6,1518,39.6,3.15,23.14,,,
93,ºÏÃáÃµ,2019-04-17,13.2,2.1,24.1,,,,6.6,1504,43.3,3.38,25.82,,,
93,ºÏÃáÃµ,2019-04-18,11.5,5.8,16.5,,,,5.9,1159,71.6,1.26,4.44,,,
93,ºÏÃáÃµ,2019-04-19,11.6,5.6,18.3,,,,4.5,343,54.3,2.9,16.08,,,
93,ºÏÃáÃµ,2019-04-20,12.9,2.6,21,2.17,0,0,6.3,1447,64.4,3.23,21.04,,,
93,ºÏÃáÃµ,2019-04-21,16.8,12.9,23,,,,3.7,1734,68.6,2.96,17.52,,,
93,ºÏÃáÃµ,2019-04-22,18.1,8,28.3,,,,2.6,1404,54.9,3.22,24.42,,,
93,ºÏÃáÃµ,2019-04-23,19.2,10.2,27.2,,,,4.1,1655,55,2.56,17.45,,,
93,ºÏÃáÃµ,2019-04-24,19.6,14.5,26.2,5.92,1.9,3.8,3.3,2344,70.4,2.29,15.94,,,
93,ºÏÃáÃµ,2019-04-25,11.6,7.5,18.3,10.33,3.9,16.4,4.7,312,67.4,.47,2.88,,,
93,ºÏÃáÃµ,2019-04-26,8.3,4.5,11.1,12.5,.8,3.3,3.4,741,72.6,.92,6.6,,,
93,ºÏÃáÃµ,2019-04-27,10.3,.7,18.9,,,,4.3,1405,61.9,3.58,25.45,,,
93,ºÏÃáÃµ,2019-04-28,11.6,7.2,15.3,.67,.1,.1,3.5,1220,66.6,3.08,9.97,,,
93,ºÏÃáÃµ,2019-04-29,11,5.1,16.8,,,,2.3,1321,70.9,1.78,12.13,,,
93,ºÏÃáÃµ,2019-04-30,14.1,4.4,23.9,,,,5,1615,64.3,3.09,23.38,,,
93,ºÏÃáÃµ,2019-05-01,16.5,7.7,25.2,,,,4.9,1324,56.3,3.42,26.3,,,
93,ºÏÃáÃµ,2019-05-02,16.2,6.2,26.6,,,,5.4,1712,43.6,3.54,28.62,,,
93,ºÏÃáÃµ,2019-05-03,16.6,5.3,28.7,,,,5.8,1620,41.4,3.5,27.67,,,
93,ºÏÃáÃµ,2019-05-04,17.8,7.3,28.9,,,,3.3,1740,49,3.12,22.46,,,
93,ºÏÃáÃµ,2019-05-05,18.8,9.6,28.8,,,,6.3,1518,41.1,3.57,24.51,,,
93,ºÏÃáÃµ,2019-05-06,14,7.2,19.8,,,,6,918,31,3.71,29.86,,,
93,ºÏÃáÃµ,2019-05-07,13.7,2.6,23.7,,,,6.4,1733,41.4,3.55,28.71,,,
93,ºÏÃáÃµ,2019-05-08,15.6,4.8,23.8,,,,6.3,1357,43.6,3.31,24.4,,,
93,ºÏÃáÃµ,2019-05-09,16.2,8.6,25.2,,,,6.7,1421,48.6,3.41,26.45,,,
93,ºÏÃáÃµ,2019-05-10,17.7,5.8,29,,,,3.6,1611,47.5,3.44,27.38,,,
93,ºÏÃáÃµ,2019-05-11,19.5,10.2,30.4,,,,6.2,1633,52.1,3.35,25.47,,,
93,ºÏÃáÃµ,2019-05-12,19.2,9.9,28.1,,,,4.5,1906,53.8,3.2,24.33,,,
93,ºÏÃáÃµ,2019-05-13,17.8,13,22.5,,,,2.1,1618,62.1,1.4,10.83,,,
93,ºÏÃáÃµ,2019-05-14,18.6,10.8,26.9,,,,5.3,1432,54.3,3.52,26.69,,,
93,ºÏÃáÃµ,2019-05-15,18.6,10.2,27.5,,,,3.8,1601,55.6,3.21,24.06,,,
93,ºÏÃáÃµ,2019-05-16,20.9,12.3,30,,,,4.3,1532,56.6,3.41,25.67,,,
93,ºÏÃáÃµ,2019-05-17,21.4,12.7,28.7,,,,2.4,1337,61.6,2.69,18.83,,,
93,ºÏÃáÃµ,2019-05-18,21.3,16.8,25.9,,,,5.7,1328,63.6,2.8,18.04,,,
93,ºÏÃáÃµ,2019-05-19,19.1,15.8,23.3,12.92,3.1,16.1,3.6,1118,90,1.5,9.93,,,
93,ºÏÃáÃµ,2019-05-20,17.2,10.7,20.7,3.92,1.2,1.4,7,1316,61.1,2.94,22.31,,,
93,ºÏÃáÃµ,2019-05-21,15.9,7.3,24.9,,,,8,1436,56.1,3.47,26.32,,,
93,ºÏÃáÃµ,2019-05-22,17.9,8.1,27.8,,,,6.9,1424,51.5,3.52,28.94,,,
93,ºÏÃáÃµ,2019-05-23,19.4,8.9,29.9,,,,5,1552,54.5,3.55,29.36,,,
93,ºÏÃáÃµ,2019-05-24,22.2,10.7,33.3,,,,3.5,1534,59.8,3.47,28.76,,,
93,ºÏÃáÃµ,2019-05-25,21.8,15.9,28.7,,,,4.3,1552,59.9,2.57,18.87,,,
